"index","id","name","alias","type","rating","review_count","price","location","latitude","longitude"
"4863","B8TsNYfav6E_OgXLI4Oc3g","Maple Block Meat Co","maple-block-meat-co-culver-city-23","bbq","4",1101,"2",90230,"34.0092","-118.415"
"4864","3Pm4_6GZwlXFAV3R4_GSxQ","Beachside Restaurant and Bar","beachside-restaurant-and-bar-marina-del-rey-2","newamerican","4",753,"2",90292,"33.983","-118.458"
"4865","-k28uCDsCSTmVeu4WcHcWA","Gravlax","gravlax-culver-city","scandinavian","4",213,"2",90066,"33.9968","-118.429"
"4866","Lke7X_Yug8ZB8M8mf5vSVw","Chinchikurin","chinchikurin-los-angeles-5","japanese","4.5",440,"2",90025,"34.0389","-118.442"
"4867","atlOzY3DmXCBlw-LiIL4Lw","Vito Restaurant","vito-restaurant-santa-monica","italian","4",488,"3",90405,"34.0191","-118.456"
"4868","9ae3kb6ARyagx2Dr96vupA","Herringbone","herringbone-santa-monica","seafood","4",698,"2",90401,"34.0087","-118.491"
"4869","VkyWf0wBVXTsxKWUhVQr6w","Paco's Tacos","pacos-tacos-los-angeles","mexican","4",1062,"2",90066,"33.9961","-118.428"
"4870","U7fACjrjWD-eGGEuqMTD9g","Atmosphere Mar Vista","atmosphere-mar-vista-los-angeles-5","breakfast_brunch","4",282,"2",90066,"34.0053","-118.43"
"4871","xNey9wp2HUXODw69X-xjiQ","Venice Ramen","venice-ramen-marina-del-rey-2","ramen","4.5",285,"2",90292,"33.983","-118.461"
"4872","3sAMOilKG3gZlMTmKyaY0A","Tender Grill Gourmet Brazilian Kitchen","tender-grill-gourmet-brazilian-kitchen-los-angeles","foodtrucks","4.5",103,"2",90066,"33.999","-118.43"
"4873","-At_EBmKULg1Hi9bFqOh4g","Izakaya Sasaya","izakaya-sasaya-los-angeles","izakaya","4",456,"2",90025,"34.0446","-118.455"
"4874","A7vjthTa3LhFaLStC4DfAQ","Wallflower","wallflower-venice","indonesian","4",199,"3",90291,"33.9995","-118.472"
"4875","iBBhFbM2viFw1di3BNhOqQ","Malbec Argentinean Cuisine","malbec-argentinean-cuisine-santa-monica","steak","4",660,"3",90403,"34.0364","-118.477"
"4876","KW8pWhyYbmsDp3cK6OTtHQ","Takuma","takuma-santa-monica-2","japanese","4.5",331,"2",90403,"34.0368","-118.477"
"4877","c6tS63dKNNXd2n_dluGWAw","Sunny Blue","sunny-blue-los-angeles-5","japanese","4",367,"1",90066,"33.9965","-118.432"
"4878","UMvhgjQRiIoL_iFIy37ljw","Tar & Roses","tar-and-roses-santa-monica","newamerican","4.5",2024,"3",90401,"34.018","-118.493"
"4879","8U25CW8za6U7ycNTlpJ2uQ","Lodge Bread","lodge-bread-los-angeles","bakeries","4",525,"2",90066,"33.9978","-118.42"
"4880","J10jlmkA-QM789j9BvO6bg","The Corner Door","the-corner-door-culver-city","newamerican","3.5",455,"2",90066,"33.997","-118.431"
"4881","chHgp2uVeVZkjn0H9ZaOGQ","Cafe Brasil","cafe-brasil-los-angeles","brazilian","4",786,"2",90066,"33.9993","-118.418"
"4882","Z25bbmY8OYwIM7NDvPjyVg","The Anchor","the-anchor-venice","newamerican","4",808,"2",90291,"33.997","-118.479"
"4883","PHIcRSvtB-NUoA_ouoC6Hg","Tut's Grill","tuts-grill-los-angeles","mediterranean","4.5",108,"1",90066,"33.9972","-118.425"
"4884","WoJ4uoN4pqKyyHFqVcy2bA","Taco Stand on Centinela and Venice","taco-stand-on-centinela-and-venice-los-angeles","tacos","4.5",67,"1",90066,"34.0045","-118.434"
"4885","rIv6gmAFTxNFgnxW2S7-iA","Wurstküche","wurstküche-los-angeles-5","hotdog","4",1482,"2",90291,"33.9998","-118.465"
"4886","c6-7m0hafQmFyBgWU2XtIg","Marugame Udon","marugame-udon-los-angeles-6","japanese","4",1109,"1",90025,"34.04","-118.443"
"4887","XjriQ5bVJIHbgasRDDAncA","Big Boi Filipino","big-boi-filipino-los-angeles-2","filipino","3.5",327,"2",90025,"34.0401","-118.443"
"4888","j1FFB3WnLc09H8YR0N1jkQ","Sunny Grill","sunny-grill-los-angeles","tradamerican","4",284,"1",90066,"34.0059","-118.43"
"4889","PXoAWsXOPedBwCHY9JrYDg","CAMP pho","camp-pho-los-angeles","vietnamese","4.5",368,"2",90291,"33.9995","-118.464"
"4890","HXWdcnzYG1zmf0vDplmEEQ","The Crack Shack","the-crack-shack-los-angeles-2","chickenshop","4",263,"2",90067,"34.06","-118.42"
"4891","isByA9pvNBtUa4Joi60O5w","El Primo Tacos","el-primo-tacos-venice","streetvendors","5",163,"1",90291,"33.9985","-118.463"
"4892","0O1PywQt1i2APvECFSSoBw","Hinoki & The Bird","hinoki-and-the-bird-los-angeles","newamerican","3.5",1328,"3",90067,"34.0565","-118.415"
"4893","uZ9zxDeCWrzo5aRFD_97kQ","Hannosuke","hannosuke-los-angeles","japanese","4",310,"2",90066,"34.005","-118.434"
"4894","nuUYTgkshR9ndzkr3slH1Q","Không Tên","không-tên-los-angeles-3","vietnamese","4.5",147,"2",90064,"34.033","-118.442"
"4895","Dl8q0lxcYJO8IshR3DRDrA","Pikoh","pikoh-los-angeles","newamerican","4",77,"2",90064,"34.0296","-118.449"
"4896","w82wBdvR4tDbbNoYQUT_Mw","Flaming Pot","flaming-pot-los-angeles-5","taiwanese","3.5",183,"2",90064,"34.0377","-118.441"
"4897","udINVeecZdXtmCgbBIZi7A","Tatsu Ramen","tatsu-ramen-los-angeles","ramen","4",2981,"2",90025,"34.0389","-118.442"
"4898","TmSiqGPjd4ootNVwEG6H9g","Empanada's Place","empanadas-place-los-angeles","argentine","4.5",718,"1",90066,"34.0111","-118.42"
"4899","4l9_RcA1QcPAv4rSnEYDtg","The Cheesecake Factory","the-cheesecake-factory-marina-del-rey","newamerican","3",1163,"2",90292,"33.9798","-118.459"
"4900","X3pKG4mz9Y1pyP1IbzjcXw","The Rose Venice","the-rose-venice-venice","cafes","3.5",1511,"2",90291,"33.9961","-118.477"
"4901","XrPVlXXa4cHLm7qKWFkfCg","A Food Affair","a-food-affair-los-angeles","french","4.5",1189,"2",90035,"34.0519","-118.384"
"4902","2FwORcXNSGjJGBKb4unYVA","North Italia","north-italia-santa-monica-3","italian","4",771,"2",90401,"34.0137","-118.496"
"4903","0giDcyNWX-cYW9dsJc43uQ","The Arsenal","the-arsenal-los-angeles-2","lounges","4",737,"2",90064,"34.0296","-118.45"
"4904","alBO2iwK6ilrykLvtSlNtg","Sichuan Impression","sichuan-impression-los-angeles-2","chinese","4",201,"2",90025,"34.0483","-118.443"
"4905","KtEMG1Aln3vQzte92QJxlw","Genwa Korean BBQ","genwa-korean-bbq-los-angeles-2","korean","4.5",2720,"2",90036,"34.0623","-118.341"
"4906","eOH2tEGJ4PvaQPd3cCZreA","CAVA","cava-venice","mediterranean","4.5",158,"2",90291,"34.001","-118.467"
"4907","o4Pi37UbYw0be91FZnv1FA","California Chicken Cafe","california-chicken-cafe-venice-2","newamerican","4",436,"2",90000,"34.0005","-118.466"
"4908","FoEMpu0X_bGCb7yRreMxMQ","Tsujita LA Artisan Noodle","tsujita-la-artisan-noodle-los-angeles-2","ramen","4",3688,"2",90025,"34.0396","-118.443"
"4909","YZoscM9MvXQCCdWZ6Hrqiw","Phovorite Vietnamese Kitchen","phovorite-vietnamese-kitchen-culver-city","vietnamese","3.5",196,"1",90232,"34.0224","-118.4"
"4910","FF1YyazZlGmkIVFkga4bgg","Solidarity Restaurant","solidarity-restaurant-santa-monica-2","polish","4",641,"2",90401,"34.0189","-118.491"
"4911","4SeGageaPuloEW7z4Peffw","Galbi King","galbi-king-los-angeles","korean","3",497,"2",90064,"34.0267","-118.431"
"4912","ksrxBKCPd5MJqy0nsMzIIQ","Kitchen Story","kitchen-story-los-angeles","korean","4",408,"2",90025,"34.0388","-118.442"
"4913","eSyhPVzdmPSKiSPUzRJPNw","Killer Shrimp","killer-shrimp-marina-del-rey-2","newamerican","3.5",2301,"2",90292,"33.9835","-118.457"
"4914","lD8YBJ29CQ6Oftzmef0P5w","The Butcher's Daughter","the-butchers-daughter-venice-2","vegetarian","4",988,"2",90291,"33.9917","-118.469"
"4915","sPw1o5OYWE5C2JtbTXp5wg","Jon & Vinny's","jon-and-vinnys-los-angeles-6","italian","4",1378,"2",90036,"34.0786","-118.361"
"4916","8zO-Lvbw5ogjs2HfoPQlDw","New York Bagel and Deli","new-york-bagel-and-deli-los-angeles","bagels","4.5",267,"1",90064,"34.0222","-118.439"
"4917","btrKlyl6kbJ3-jh-SKXH_A","Clutch","clutch-venice-4","mexican","4",411,"2",90291,"34.0001","-118.466"
"4918","c1C7eb3SRfbsKUXPvRyIGA","El Huarique","el-huarique-venice-3","peruvian","4.5",408,"2",90291,"33.9885","-118.475"
"4919","fEFkf7jYjaWfyil0DjOuIw","Messob Ethiopian Restaurant","messob-ethiopian-restaurant-los-angeles","ethiopian","4",751,"2",90019,"34.057","-118.365"
"4920","1IGFIOIXXFtTFuq3-UQ30A","Abhiruchi Grill","abhiruchi-grill-los-angeles-2","indpak","4.5",144,"2",90034,"34.0176","-118.409"
"4921","iTOqdtAdSJy8ODW8W6cFbA","Pastina","pastina-los-angeles-2","italian","4",234,"2",90064,"34.0431","-118.431"
"4922","NZcKX7dguV-b6dzsE6jzNQ","Fresh Pita Organic Express","fresh-pita-organic-express-culver-city-4","mediterranean","4.5",294,"1",90230,"34.0042","-118.41"
"4923","W4rp7QysiNFwSsEf8VbRjA","Water Grill-Santa Monica","water-grill-santa-monica-santa-monica","seafood","4",1740,"3",90401,"34.0141","-118.498"
"4924","yZZOlnfE3w7G41WqRgeNiw","The Boiling Crab","the-boiling-crab-los-angeles-3","cajun","3.5",729,"2",90024,"34.061","-118.445"
"4925","qFrFgMnpb8IZfVzmfOXW7g","A La Carte Thai Bistro","a-la-carte-thai-bistro-los-angeles-2","thai","4",291,"2",90066,"33.9968","-118.429"
"4926","QGkJprRjdKHPM7ORYUyJlg","Mee and Greet","mee-and-greet-los-angeles","vietnamese","4",218,"2",90034,"34.0248","-118.411"
"4927","lAfZ2bVbNcWEgnTW6mzfuA","Cassia","cassia-santa-monica","singaporean","4",960,"3",90401,"34.0198","-118.494"
"4928","nMCeecupa8jfOq7-Dcs6Dg","Kato","kato-los-angeles","japanese","4.5",232,"3",90025,"34.0417","-118.461"
"4929","IbvNRLx8E1Iv6eehdrMWxA","Massilia","massilia-santa-monica-2","french","4",200,"2",90401,"34.0156","-118.494"
"4930","aL1wiQCuDn9T-UkvOrmncQ","Wall ST Pizza","wall-st-pizza-culver-city","pizza","4",152,"2",90066,"33.998","-118.422"
"4931","5IJOnEfVvGUE8Gci5BZXYQ","Capo","capo-santa-monica","italian","4",379,"4",90401,"34.008","-118.491"
"4932","RZuVQUk-kLobMK6ATN9b9w","Blossom A Vietnamese Noodles Shop","blossom-a-vietnamese-noodles-shop-santa-monica","vietnamese","4",102,"2",90405,"34.0194","-118.455"
"4933","YbByv5ahenvnNZwKnHei8A","Fritto Misto","fritto-misto-santa-monica-2","italian","4.5",2352,"2",90401,"34.0155","-118.49"
"4934","u4ZOxRTE-9N9i-7iR8A4ig","Baby Blues BBQ -Venice","baby-blues-bbq-venice-venice","bbq","4",2339,"2",90291,"34.0003","-118.465"
"4935","MTfEY8a-WujsyJuu_0TvwA","Simmzy's","simmzys-venice-2","burgers","4.5",355,"2",90292,"33.9798","-118.466"
"4936","J6GiPJChLMHQ0nopy4CoRA","The Waterfront Venice","the-waterfront-venice-venice-5","beergardens","3.5",117,"2",90291,"33.9952","-118.481"
"4937","zfeodwJ1BCRJl-cbRBHjpQ","High Rooftop Lounge","high-rooftop-lounge-venice","lounges","3.5",610,"2",90291,"33.987","-118.472"
"4938","_Q-Iz2fqKUHkFlfMHgGn_w","Tajrish Persian Cuisine","tajrish-persian-cuisine-marina-del-rey","persian","4",349,"2",90292,"33.9832","-118.46"
"4939","YX420F6tVME_9C22nbqUvg","Michael's","michaels-santa-monica-2","newamerican","3.5",433,"3",90403,"34.019","-118.499"
"4940","Xa7zXAjsAB8GPqjubR2w9w","Mon Petit Poulet","mon-petit-poulet-venice-2","french","4.5",204,"2",90291,"33.9995","-118.464"
"4941","ni2KJCj0NwYetbJ36X-hQg","Neighbor","neighbor-los-angeles","cocktailbars","4",284,"3",90291,"33.9922","-118.471"
"4942","5GMLmeVr1ARHV6lygsFPzA","Manpuku Tokyo BBQ","manpuku-tokyo-bbq-los-angeles","japanese","4",585,"2",90025,"34.0388","-118.442"
"4943","rRyXGZU5FqVqhnl9p3mzLg","The Taste Kitchen","the-taste-kitchen-los-angeles","thai","4",312,"2",90230,"34.0094","-118.414"
"4944","_06fGyjWYRDBSdfc-M63Qw","Charcoal Venice","charcoal-venice-marina-del-rey","newamerican","4",440,"3",90292,"33.9817","-118.463"
"4945","CDeIS2PQa_Y9sjHQDkqTBg","Uovo","uovo-santa-monica","noodles","4.5",712,"2",90401,"34.0156","-118.498"
"4946","Fphnpb2JpNdx4EYxNhS9ww","Buca di Beppo Italian Restaurant","buca-di-beppo-los-angeles-3","italian","3.5",433,"2",90036,"34.0719","-118.36"
"4947","TlXA59FdW-ah49T31sH-Vw","BKK101 Thai Cuisine","bkk101-thai-cuisine-los-angeles","thai","4",515,"2",90034,"34.0136","-118.417"
"4948","UlOdAUpnTWYbg5KJhKVdpg","Daikokuya Sawtelle","daikokuya-sawtelle-los-angeles","ramen","4",1357,"2",90064,"34.0379","-118.441"
"4949","kdTFcDSl9vAR-btEm1Q2uw","Bao Dim Sum House","bao-dim-sum-house-los-angeles","dimsum","4",2564,"2",90048,"34.0758","-118.37"
"4950","B1x_lUK_EpMmVmeWMZ9j9A","Viet Noodle Bar","viet-noodle-bar-santa-monica-5","vietnamese","4",335,"2",90405,"34.0268","-118.456"
"4951","oZn4oaOKOI-HcUGecfG4Vw","The Penthouse at Mastro's","the-penthouse-at-mastros-beverly-hills","steak","4",4597,"4",90210,"34.0688","-118.399"
"4952","lAmpZfYijXT5fcc1Zqy4Nw","Zankou Chicken","zankou-chicken-los-angeles-2","mediterranean","4",1288,"1",90025,"34.0471","-118.443"
"4953","TY_2olrwpNmMCYBj-cfZ_Q","Barlo Kitchen & Cocktails","barlo-kitchen-and-cocktails-venice","newamerican","4",334,"2",90291,"33.9869","-118.472"
"4954","Oq_sFiuFvALGQVM-MD-Fdg","Tito's Tacos","titos-tacos-culver-city","mexican","3.5",4719,"1",90230,"34.0082","-118.414"
"4955","2cNmmr9yzdnNPppwExt9SQ","Eataly","eataly-los-angeles-6","gourmet","3.5",1729,"2",90067,"34.0592","-118.42"
"4956","qizeI2WS8-Gtz680MPtrzQ","The Albright","the-albright-santa-monica-4","seafood","4",1296,"2",90401,"34.0098","-118.497"
"4957","VQz6yZBj3l_T2XX-4mLV-Q","Emporium Thai","emporium-thai-los-angeles-5","thai","4",1839,"2",90024,"34.0574","-118.443"
"4958","jAnMPTji6oY9RbCslawjUA","Gjelina","gjelina-venice-2","newamerican","3.5",4501,"3",90291,"33.9906","-118.465"
"4959","mt_UPHXz6QDj9escYg1TCA","Upper West","upper-west-santa-monica","newamerican","4",1757,"2",90405,"34.0273","-118.455"
"4960","z-3GFhC1w5o3_P6iN-lJgw","Tokyo Kalbi","tokyo-kalbi-los-angeles-2","japanese","4.5",126,"3",90064,"34.029","-118.443"
"4961","hQp4-qevJC8AfHpWwLvWMg","Zafran Pot","zafran-pot-culver-city","indpak","4.5",344,"2",90232,"34.0201","-118.404"
"4962","0xP-1VEHeHu0VBQQjN28vw","Palms Ramen Yumeya","palms-ramen-yumeya-los-angeles","ramen","4",355,"1",90034,"34.0197","-118.422"
"4963","KNUyF7pFXuhWtyex2Z5AEQ","Islands Restaurant","islands-restaurant-marina-del-rey","burgers","3.5",320,"2",90292,"33.9811","-118.463"
"4964","zC1iJsl9VlIaRnEBm9yDKQ","The Backhouse","the-backhouse-los-angeles","sushi","4",813,"2",90064,"34.0396","-118.43"
"4965","oPycUsAw1C_Ol0Zcd0c6LA","Ramenya","ramenya-los-angeles-4","ramen","4.5",233,"2",90064,"34.029","-118.443"
"4966","KD9izLKuNliixZx8U_X6OA","Ramen Yamadaya","ramen-yamadaya-culver-city","ramen","3.5",1072,"2",90232,"34.0076","-118.413"
"4967","sEeKjiCBChIQVks-4XjTJA","Killer Noodle Tsujita","killer-noodle-tsujita-los-angeles","ramen","4",565,"2",90025,"34.0403","-118.443"
"4968","IOFO6zPVVCDLaCI5bcU6Yw","Nanban-Kan Restaurant","nanban-kan-restaurant-los-angeles-3","japanese","4",709,"2",90025,"34.046","-118.449"
"4969","_yyj7uB8ykzvPetX4oaHIg","Gyu-Kaku Japanese BBQ","gyu-kaku-japanese-bbq-los-angeles","japanese","3.5",988,"2",90064,"34.0394","-118.43"
"4970","ayc6RHwT2n9uIJynjFoWcQ","Tallula's","tallulas-santa-monica","mexican","4",359,"3",90402,"34.028","-118.518"
"4971","ElKnYL6zoU8oc9godCk6GQ","Cha Cha Chicken","cha-cha-chicken-santa-monica","caribbean","4",1955,"2",90405,"34.0071","-118.49"
"4972","nOoQg98YsKslG_CWlmKF7g","The Pie Hole","the-pie-hole-venice","desserts","4",168,"1",90291,"34.0011","-118.467"
"4973","vjw-LBFl4pYhukSJHZ-0KQ","Butcher's Dog","butchers-dog-los-angeles","sportsbars","3.5",346,"2",90064,"34.0382","-118.442"
"4974","QIIkMAdhnQXqVWTDAIlSlg","Shawarma Land","shawarma-land-los-angeles","mediterranean","4",156,"1",90034,"34.0176","-118.41"
"4975","hKlEZPNVp0CpK8dvEkfKoQ","Santa Maria Barbeque","santa-maria-barbeque-culver-city-4","bbq","4.5",29,"2",90232,"34.0206","-118.401"
"4976","vIAA0OyA1_6v2gu1dUMEoA","Metro Cafe","metro-cafe-culver-city","newamerican","4",1045,"2",90232,"34.0088","-118.414"
"4977","acipiqNWDdZlo2j_N38krw","Sinder Lounge","sinder-lounge-marina-del-rey","newamerican","4",52,"2",90292,"33.9816","-118.46"
"4978","Upyt_-Gh0sS3oTosacsbdQ","Gjusta","gjusta-los-angeles-3","bakeries","4",1285,"2",90291,"33.9952","-118.474"
"4979","8TUWLXWgswfRfMBymL0WRg","COD Restaurant","cod-restaurant-los-angeles","seafood","4.5",598,"3",90048,"34.0728","-118.374"
"4980","TzIJzamxdVGc3zReKbLGaA","Providence","providence-los-angeles-2","seafood","4.5",2557,"4",90038,"34.0836","-118.33"
"4981","YsUYbLsV_TYTggwdaLQ9yQ","Dialogue","dialogue-santa-monica-2","newamerican","4.5",86,"4",90401,"34.0164","-118.497"
"4982","OVYbBxiA-MFNE3wSKlSlgg","The Little Door","the-little-door-los-angeles","french","4",1978,"3",90048,"34.0721","-118.367"
"4983","qc92j8o8MKpuqBag6ZkR4A","Obicà Mozzarella Bar Pizza e Cucina","obicà-mozzarella-bar-pizza-e-cucina-santa-monica-3","italian","4.5",354,"2",90401,"34.0167","-118.491"
"4984","KMANa6sd6x5UemmnaPeOZA","Eggslut","eggslut-los-angeles-8","breakfast_brunch","4",659,"1",90291,"33.9875","-118.472"
"4985","a9DcHJW18ucKJxBq1-M3NQ","Terra","terra-los-angeles-3","cocktailbars","3.5",302,"3",90067,"34.0605","-118.418"
"4986","jGYNamjB90Anh_P5anBNtw","Tikifish","tikifish-los-angeles-4","poke","4",201,"2",90034,"34.0275","-118.413"
"4987","CmqK4gUPGitU6bywUIehmQ","Lemonade","lemonade-venice-2","salad","4",1444,"2",90291,"33.9894","-118.463"
"4988","kw-zBGMh26tEnCbdaJTAgA","FIG Restaurant","fig-restaurant-santa-monica-2","newamerican","4",935,"3",90401,"34.0178","-118.502"
"4989","d0IzPescvycZErRhu0LSLQ","Shaka Shack Burgers","shaka-shack-burgers-santa-monica","burgers","4.5",794,"2",90405,"34.0126","-118.467"
"4990","fQDG5tQ-kCuuphW8eg9XZQ","Farmshop","farmshop-santa-monica","newamerican","3.5",576,"2",90402,"34.0474","-118.491"
"4991","Kcia8sHINWxqHjThJRAUkw","Anzu Japanese Gourmet","anzu-japanese-gourmet-los-angeles-4","japanese","4.5",181,"1",90025,"34.0411","-118.443"
"4992","mhV6ajue2eUPVWMULH9Jxg","The Bombay Frankie Company","the-bombay-frankie-company-los-angeles","indpak","4.5",413,"2",90025,"34.047","-118.448"
"4993","5dd7D6C3dKtpxzgsR5R1uA","Javier's Century City","javiers-century-city-los-angeles","mexican","3",696,"3",90067,"34.06","-118.42"
"4994","5JSRwc90j0V226stp1zWDA","Pomodoro Trattoria","pomodoro-trattoria-los-angeles-2","italian","4.5",860,"2",90024,"34.0554","-118.442"
"4995","cGPwkO-avZU1d17fQkjBgQ","Wadatsumi WLA","wadatsumi-wla-los-angeles-2","japanese","4.5",174,"2",90064,"34.0392","-118.43"
"4996","3Pd3knaB6HW1-0TXXVyiuA","Rosaline","rosaline-west-hollywood-2","peruvian","4",597,"3",90069,"34.0826","-118.376"
"4997","wRaNjp6XeL10V2mJ2je10A","Banh Mi","banh-mi-venice","vietnamese","4",374,"2",90291,"34.0011","-118.468"
"4998","ftZ8gChDLZYJtXHWoxFi-g","Plan Check Kitchen + Bar","plan-check-kitchen-bar-los-angeles-7","burgers","4",2515,"2",90025,"34.0438","-118.446"
"4999","1VXRY7euCrJNq25LQmuQvA","Johnnie's Pastrami Restaurant","johnnies-pastrami-restaurant-culver-city","tradamerican","3.5",1718,"2",90230,"34.0081","-118.414"
"5000","JhIMtGj_a9RRR3KupXYKoA","Fiona","fiona-los-angeles","bakeries","4",63,"2",90036,"34.0772","-118.362"
"5001","abueL5elncoir635eJ_6YA","Necco","necco-los-angeles-3","japanese","4.5",352,"2",90025,"34.0476","-118.435"
"5002","0MO-UkRwMvPfONiOtEltig","Tocaya - Venice","tocaya-venice-venice","tacos","4.5",725,"2",90291,"33.9866","-118.472"
"5003","hpx21LhaQLCtK7PGj-vipQ","Grand View Market","grand-view-market-los-angeles-2","delis","3.5",154,"1",90066,"34.0044","-118.431"
"5004","oeGUPhxvWRD_MEhidhafLQ","The Misfit Restaurant + Bar","the-misfit-restaurant-bar-santa-monica","bars","4",3655,"2",90401,"34.0154","-118.497"
"5005","GfCZ32qx4I-b2DUIykwOrQ","JINYA Ramen Bar","jinya-ramen-bar-santa-monica","ramen","4",785,"2",90405,"34.0039","-118.486"
"5006","qPYRMRg1kHz3wek8hancrA","Kura Revolving Sushi Bar","kura-revolving-sushi-bar-los-angeles-4","sushi","3.5",822,"2",90025,"34.0392","-118.442"
"5007","ca1XlubgNBA1lB0u-Fjmjw","Burgers N Brews","burgers-n-brews-santa-monica","burgers","4",308,"2",90405,"34.0034","-118.471"
"5008","wMp9reZy3h6fs6cIPMaK1Q","The Bazaar by José Andrés","the-bazaar-by-josé-andrés-beverly-hills-3","spanish","4",3715,"4",90048,"34.07","-118.377"
"5009","aSlHKbnYZoag7QaOPmgyIg","Shikibu Restaurant","shikibu-restaurant-culver-city","sushi","4",336,"2",90232,"34.0144","-118.408"
"5010","6U55z4ejutsNYh7jAdWdwA","Black Sheep Burgers","black-sheep-burgers-los-angeles","burgers","5",101,"2",90025,"34.0394","-118.443"
"5011","5k2E3fxpRhP0YkJGvN4FHw","BOA Steakhouse","boa-steakhouse-santa-monica","steak","4",1283,"3",90401,"34.0146","-118.498"
"5012","qk4a_I-J2voKPf09acZSvA","Ms Chi Cafe","ms-chi-cafe-culver-city","chinese","4",167,"2",90232,"34.0248","-118.395"
"5013","ayFZZuq5B6Lz4Aq1xH40Zw","Élephante","élephante-santa-monica-2","lounges","3.5",491,"4",90401,"34.0152","-118.498"
"5014","EWbbiUBkGzCYrEoOF05HzA","Gracias Madre","gracias-madre-west-hollywood","mexican","4",3755,"2",90069,"34.0808","-118.387"
"5015","gxrQw6uNbO7AYMykhePHAQ","The Ivy","the-ivy-los-angeles","newamerican","3.5",1781,"3",90048,"34.0756","-118.384"
"5016","9PZSyFGcB6PVJ6dj1pJn3Q","Casablanca Restaurant","casablanca-restaurant-venice","mexican","4",829,"2",90291,"34.0016","-118.468"
"5017","dxnjy1CQm3mF2SVlTsx0pQ","Il Forno Trattoria","il-forno-trattoria-santa-monica","italian","4",426,"2",90405,"34.02","-118.455"
"5018","Kx_d7X7qjj9EoX-A7eC3gA","Maggiano's Little Italy","maggianos-little-italy-los-angeles","italian","4",1731,"2",90036,"34.0735","-118.36"
"5019","2CmFkpw_GYH-XLNLChPB3A","Benihana","benihana-santa-monica","japanese","2.5",888,"3",90401,"34.0157","-118.494"
"5020","P6duIgMehH2Dk4UR17jRyQ","Es Con Sabor West","es-con-sabor-west-los-angeles","salvadoran","4",110,"1",90034,"34.0205","-118.405"
"5021","5hSEDBkSabGSfZRgiePPKQ","Enterprise Fish - Santa Monica","enterprise-fish-santa-monica-santa-monica","seafood","3.5",1820,"2",90405,"33.9986","-118.481"
"5022","woc6XiiP0pETqgn3AdhyzA","El Charro Restaurant","el-charro-restaurant-los-angeles-2","mexican","4",85,"1",90066,"34.0001","-118.441"
"5023","EL12403cpcEf8hLYXSpptg","Bay Cities Italian Deli","bay-cities-italian-deli-santa-monica","delis","4",4418,"1",90401,"34.018","-118.489"
"5024","ysC-nfz4xZd1HQAqdswj3w","Red Rock-Sawtelle","red-rock-sawtelle-los-angeles-4","japanese","4",87,"2",90064,"34.0382","-118.442"
"5025","fkMkgUXTEiW4Bia_3Ko7zg","Lares Restaurant","lares-restaurant-santa-monica","mexican","4",1104,"2",90405,"34.025","-118.459"
"5026","UcSR_Dtqe5znjMtibMNTgQ","Sushi Enya","sushi-enya-marina-del-rey","sushi","4.5",56,"3",90292,"33.9803","-118.465"
"5027","-urNLXq1RYUDAy5XCWLaqQ","Fogo de Chão Brazilian Steakhouse","fogo-de-chão-brazilian-steakhouse-beverly-hills-4","steak","4",3704,"4",90211,"34.0686","-118.377"
"5028","xvkQxQ8WoNoHwHw5rqxLuA","The Carving Board","the-carving-board-los-angeles-2","sandwiches","4.5",330,"2",90064,"34.0289","-118.443"
"5029","T2EmvnFs-vbyrWwDRulk0Q","Jimmy's Famous American Tavern","jimmys-famous-american-tavern-santa-monica","tradamerican","4.5",546,"2",90401,"34.0092","-118.492"
"5030","hw2rzzZHXAUuYYHkMkgz3A","Mom & Bop","mom-and-bop-santa-monica","korean","4.5",60,"2",90405,"34.018","-118.473"
"5031","wTdflVeR_7HKdvg2xTNBBQ","Brick+Mortar","brick-mortar-santa-monica","newamerican","4",798,"2",90405,"34.0037","-118.485"
"5032","c65CdRbg7ag7wKNt9Id9bQ","Oasis Mediterranean Cuisine","oasis-mediterranean-cuisine-los-angeles","mediterranean","5",223,"2",90035,"34.0474","-118.376"
"5033","2wg_JVCISbqgapfOqadEFA","Mélisse","mélisse-santa-monica-3","newamerican","4",1238,"4",90401,"34.0244","-118.491"
"5034","YHxJr034YCR-CWk00ZUuyg","Stella Barra Pizzeria","stella-barra-pizzeria-santa-monica","pizza","4",922,"2",90405,"34.0066","-118.489"
"5035","qrjj7XeIx2XoFOomNVuT5w","Catch LA","catch-la-west-hollywood","sushi","3.5",2084,"3",90069,"34.0813","-118.384"
"5036","cR6JrBWcC1b9uE5vCWHJXg","Lunetta Dining Room & Bar","lunetta-dining-room-and-bar-santa-monica-2","newamerican","4",56,"3",90405,"34.0223","-118.464"
"5037","mQwXUxi3zflBOlz0rsM6Pw","Bubba Gump Shrimp Co.","bubba-gump-shrimp-co-santa-monica-4","seafood","3",1329,"2",90401,"34.0097","-118.497"
"5038","C_ErLIn7MZXyg2C8stBhog","HiHo Cheeseburger","hiho-cheeseburger-santa-monica","tradamerican","4.5",576,"2",90401,"34.0156","-118.498"
"5039","9ydobHfhTBbWLSF8eZTbTw","Anarbagh Beverly Hills","anarbagh-beverly-hills-beverly-hills-3","indpak","4.5",432,"2",90212,"34.0656","-118.399"
