"index","id","name","alias","type","rating","review_count","price","location","latitude","longitude"
"16","x54GDbBf-82ekbqrBiWKwg","Nobu Los Angeles","nobu-los-angeles-west-hollywood-3","japanese","4",1167,"4",90069,"34.087","-118.377"
"17","_o6cTaR_pnm2XucZS6fTug","Guisados","guisados-west-hollywood","mexican","4.5",735,"1",90069,"34.0844","-118.385"
"18","Tx2pd5s2_2PMJxg1_20AMw","Shake Shack","shake-shack-west-hollywood-3","burgers","3.5",1649,"2",90069,"34.0887","-118.377"
"19","o2A0ppvV4zyXiernTLWpEA","WeHo Bistro","weho-bistro-west-hollywood","french","4",632,"2",90069,"34.0901","-118.376"
"20","wMp9reZy3h6fs6cIPMaK1Q","The Bazaar by José Andrés","the-bazaar-by-josé-andrés-beverly-hills-3","spanish","4",3715,"4",90048,"34.07","-118.377"
"21","gBYCSBdrBgVIyHZX_ytDNA","Vito's Pizza","vitos-pizza-los-angeles-2","pizza","4",1057,"2",90069,"34.0868","-118.376"
"22","P56Mf5LEjh3wA8WfhENX2w","Cousins Maine Lobster Restaurant","cousins-maine-lobster-restaurant-west-hollywood","seafood","4",628,"2",90069,"34.0884","-118.379"
"23","U-cOIyQWsORZqXKNHAv-3g","Tocaya - West Hollywood","tocaya-west-hollywood-west-hollywood","tacos","4",618,"2",90069,"34.0915","-118.381"
"24","q-EW9VbGiCgxDsMtBRF3LA","Lawry's The Prime Rib - Beverly Hills","lawrys-the-prime-rib-beverly-hills-beverly-hills","steak","4",3695,"3",90211,"34.0678","-118.376"
"25","eqUh2lbm6_01DptYsEs57Q","Franco's","francos-los-angeles-3","italian","4",1127,"2",90046,"34.0976","-118.365"
"26","FZVggU2nUN7YnCiZfpWjyw","Connie & Ted's","connie-and-teds-west-hollywood-2","seafood","4",1767,"3",90046,"34.0911","-118.367"
"27","FWBeF6g78wwphRkG64ngvA","Baby's Badass Burgers","babys-badass-burgers-los-angeles","burgers","4",667,"2",90069,"34.0884","-118.378"
"28","a202lR4FGWbohe0o9cGUgQ","Saddle Ranch Chop House","saddle-ranch-chop-house-west-hollywood","steak","3.5",1784,"2",90069,"34.0956","-118.372"
"29","NmbWzUznZM9JsQh8kTTtAQ","Hugo's","hugos-west-hollywood-3","newamerican","4",1209,"2",90069,"34.0909","-118.373"
"30","dKSWJ5qaim_laqn8q34reg","Veggie Grill","veggie-grill-los-angeles-2","vegan","4.5",975,"2",90046,"34.0975","-118.365"
"31","kdTFcDSl9vAR-btEm1Q2uw","Bao Dim Sum House","bao-dim-sum-house-los-angeles","dimsum","4",2563,"2",90048,"34.0758","-118.37"
"32","RrqZgfxIKRi6_s6lXaYVzQ","Carney's Sunset Strip","carneys-sunset-strip-los-angeles-2","burgers","4",742,"1",90069,"34.0959","-118.372"
"33","9xyjvSkidMTngtyZ6-Upaw","Crossroads","crossroads-los-angeles-3","vegan","4",1736,"3",90046,"34.0834","-118.37"
"34","WToFoJxaOlCLijJKkd0UxA","The Abbey Food & Bar","the-abbey-food-and-bar-west-hollywood","gaybars","3.5",2101,"2",90069,"34.0836","-118.385"
"35","-urNLXq1RYUDAy5XCWLaqQ","Fogo de Chão Brazilian Steakhouse","fogo-de-chão-brazilian-steakhouse-beverly-hills-4","steak","4",3704,"4",90211,"34.0686","-118.377"
"36","Wg2VeeGsAcOEa_0qI1vgQw","Sushi by H","sushi-by-h-los-angeles","japanese","4.5",1587,"2",90048,"34.0694","-118.375"
"37","3ok2v2VEV3qFbYNeCiQizQ","Koi","koi-west-hollywood","japanese","4",979,"3",90069,"34.0845","-118.376"
"38","IDno0e16u1Xz5VsmJJ20vA","PUMP Restaurant","pump-restaurant-west-hollywood","lounges","3.5",2196,"3",90069,"34.0837","-118.385"
"39","i4W6tVBJWyBLp1SA2yCa0w","Cake & Art","cake-and-art-west-hollywood","bakeries","4.5",329,"2",90069,"34.0875","-118.38"
"40","h9PSJ18gQ4kos8A0XAGlng","Carlitos Gardel Argentine Steakhouse","carlitos-gardel-argentine-steakhouse-los-angeles-2","argentine","4.5",943,"3",90046,"34.0839","-118.363"
"41","Vsc6Fzqa9h2AHc6x1CtlQw","Pearl's Rooftop","pearls-rooftop-west-hollywood-2","bars","4",757,"2",90069,"34.0908","-118.386"
"42","5lsnRJLptbFxCNeHn87W6g","Salt & Straw","salt-and-straw-west-hollywood-2","icecream","4.5",348,"2",90069,"34.0841","-118.386"
"43","cfC8rbJxxmKDaCgXrn_wtg","Eveleigh","eveleigh-west-hollywood","newamerican","3.5",1176,"3",90069,"34.0912","-118.382"
"44","kn-X5Cu1kS-o23VTTIOnDw","Lucques","lucques-west-hollywood-2","newamerican","4",1098,"3",90069,"34.0822","-118.375"
"45","uaEoE67FbTNA5f5cTSqFOA","Jinpachi","jinpachi-west-hollywood","japanese","4.5",359,"3",90069,"34.0874","-118.381"
"46","oZn4oaOKOI-HcUGecfG4Vw","The Penthouse at Mastro's","the-penthouse-at-mastros-beverly-hills","steak","4",4596,"4",90210,"34.0688","-118.399"
"47","UCIxkz2Yd7DdN-Pw24W74A","Petrossian Restaurant & Boutique","petrossian-restaurant-and-boutique-west-hollywood-3","french","4.5",575,"3",90048,"34.0778","-118.384"
"48","jVYU9iXvBMiC2A4H12Azfg","AOC","aoc-los-angeles","wine_bars","4",2150,"3",90048,"34.0735","-118.382"
"49","cal0Wpupxj9c_AV7WzDXsw","GRANVILLE","granville-west-hollywood-2","newamerican","4.5",858,"2",90048,"34.0771","-118.381"
"50","aQFguaddjBna3ZIBsxjeeA","Joan's on Third","joans-on-third-los-angeles","breakfast_brunch","4",2172,"2",90048,"34.0729","-118.372"
"51","ajDiBj3eaRyvuT9NNZcVhA","Real Food Daily","real-food-daily-west-hollywood","breakfast_brunch","4",1329,"2",90048,"34.0786","-118.376"
"52","qrjj7XeIx2XoFOomNVuT5w","Catch LA","catch-la-west-hollywood","sushi","3.5",2082,"3",90069,"34.0813","-118.384"
"53","d0UqihM9K16HtjOVWxCCyA","Phonomenal","phonomenal-west-hollywood-3","vietnamese","4",736,"2",90069,"34.0891","-118.378"
"54","fqcag0RhI-0j1tiGWjq7rg","The Stinking Rose","the-stinking-rose-beverly-hills-4","italian","4",4095,"2",90211,"34.0664","-118.377"
"55","MiNW-nSa_W9ED2G3wvz_Tg","Scrumptious Cafe & Bakery","scrumptious-cafe-and-bakery-west-hollywood-2","bakeries","4.5",442,"2",90046,"34.0913","-118.363"
"56","kXrHt3XkNd_q5rISuvuvVg","Berlins","berlins-los-angeles-3","bubbletea","4.5",870,"1",90048,"34.073","-118.376"
"57","iTLSVLEcErPNQW2k_iGr_g","Sur Restaurant & Lounge","sur-restaurant-and-lounge-west-hollywood-3","newamerican","3.5",3254,"3",90069,"34.0812","-118.385"
"58","5JAwQ8YnOgoXALGZCNiYWA","Alfred Coffee Melrose Place","alfred-coffee-melrose-place-los-angeles-15","coffee","4",790,"2",90069,"34.0835","-118.374"
"59","OVYbBxiA-MFNE3wSKlSlgg","The Little Door","the-little-door-los-angeles","french","4",1977,"3",90048,"34.0721","-118.367"
"60","uk2SSjMG2ntHGDv2lxhRYQ","Ajisai","ajisai-west-hollywood","japanese","4.5",352,"2",90069,"34.086","-118.383"
"61","b-LFQihu6kiiF0S4KOV9Ww","Rainbow Bar & Grill","rainbow-bar-and-grill-los-angeles","italian","3.5",834,"2",90069,"34.0908","-118.388"
"62","tzsgxANxtgYjm9A5hrw7cQ","Daikokuya Sunset","daikokuya-sunset-west-hollywood-4","ramen","4.5",242,"2",90069,"34.0908","-118.385"
"63","EdEA0bbfp_TJFqNoZR1mHw","Sweet Lady Jane Bakery","sweet-lady-jane-bakery-los-angeles","desserts","3.5",1473,"2",90069,"34.0834","-118.372"
"64","1YedTUOBgR5XmJ1BMlv70Q","La Boheme","la-bohème-west-hollywood-2","bars","3.5",897,"3",90069,"34.0904","-118.373"
"65","o_9m7TZtPZHCSOZSVPAMSA","V Wine Room","v-wine-room-west-hollywood","wine_bars","4.5",193,"2",90069,"34.0877","-118.381"
"66","bmGo0juT9HClqXk17EullQ","Night + Market Weho","night-market-weho-west-hollywood","thai","3.5",797,"2",90069,"34.0907","-118.389"
"67","DryPvekrxsqbpOJNOajRpA","Golden State","golden-state-los-angeles-3","burgers","4",1480,"2",90036,"34.0791","-118.361"
"68","z0zaCVA-p_5xTsyUZrmR0g","République","république-los-angeles-2","french","4",4768,"2",90036,"34.0642","-118.344"
"69","i7DTjyOXM4sSHNzU9Ghvuw","Norah","norah-west-hollywood","newamerican","4",511,"2",90046,"34.0908","-118.37"
"70","cfwIZRwBON93wdQvk_YK_g","Canter's Deli","canters-deli-los-angeles-5","bakeries","3.5",3469,"2",90036,"34.079","-118.362"
"71","lq1MXuvw45E9SfpQL-LMgw","Tesse","tesse-west-hollywood-3","modern_european","4",241,"3",90069,"34.094","-118.377"
"72","2a6tYPrAOh6CvhxJBEi88Q","Wa Sushi & Bistro","wa-sushi-and-bistro-west-hollywood-2","japanese","4",265,"3",90069,"34.0908","-118.376"
"73","DOldcT_bB93YqqNkCeHHoQ","Tender Greens","tender-greens-west-hollywood-3","newamerican","3.5",758,"2",90069,"34.0866","-118.382"
"74","yWKUjQHmAiNzoAOV7ArLrQ","Araya's Place - Thai Vegan Restaurant","arayas-place-thai-vegan-restaurant-los-angeles","vegan","4.5",589,"2",90048,"34.0763","-118.366"
"75","_-jI35IyXFN4f_PENuaGig","Tortilla Republic","tortilla-republic-west-hollywood-3","mexican","4",836,"2",90069,"34.0814","-118.385"
"76","rJDsg0rZfuT0tsXbDaxRgA","Son of a Gun","son-of-a-gun-los-angeles","seafood","4",1608,"3",90048,"34.0727","-118.373"
"77","d_xvAfpQyhICf5NB1tXLCQ","Fresh Brothers","fresh-brothers-west-hollywood","salad","4",435,"2",90069,"34.088","-118.38"
"78","U_dFSykUdeWBkietIudaLg","Barney's Beanery","barneys-beanery-west-hollywood","breakfast_brunch","3.5",802,"2",90069,"34.0909","-118.375"
"79","3XLHn5tmvlZSFjQzI-x_5A","Yogurt Stop","yogurt-stop-west-hollywood","icecream","4",401,"1",90069,"34.0859","-118.383"
"80","deNv1JsKRCgTdMOIcGYUBQ","Crumbs & Whiskers | A Cat Cafe Experience.","crumbs-and-whiskers-a-cat-cafe-experience-los-angeles-4","coffee","4.5",408,"2",90048,"34.0836","-118.362"
"81","zeI67-HryNnphV4-r-3nag","Kitchen24","kitchen24-west-hollywood","breakfast_brunch","3.5",1043,"2",90069,"34.0886","-118.379"
"82","8VifOOWbCv2je0K6r7yUcA","Milk","milk-los-angeles-5","icecream","4",5757,"2",90036,"34.076","-118.349"
"83","l35t9glgHHOjR5dMyUqs6Q","Vromage","vromage-los-angeles","cheese","5",208,"2",90046,"34.0979","-118.364"
"84","fCzDsLfL5yvlGragBwV40A","Pink Taco","pink-taco-los-angeles-2","mexican","3.5",1036,"2",90046,"34.0978","-118.369"
"85","_DiPHeKsR9Pzk-lrAiwv-Q","Pura Vita","pura-vita-west-hollywood-2","italian","4.5",193,"2",90046,"34.0907","-118.37"
"86","iQR3R7gA-auGnvQ1XyXvxg","Smith & Tait","smith-and-tait-west-hollywood","coffee","5",108,"2",90069,"34.0869","-118.38"
"87","LdQCWCuzTN1jJGY8tE8Ogw","Sushi Park","sushi-park-west-hollywood","sushi","4",229,"4",90069,"34.0937","-118.378"
"88","LNb-ElJwKIXS6Lx5xdRB1Q","Toca Madera","toca-madera-los-angeles","cocktailbars","4",1710,"3",90048,"34.0729","-118.375"
"89","1k6hSTQO9E4iSzwyx8yTUw","Ta-eem Grill","ta-eem-grill-los-angeles","mediterranean","4.5",1039,"2",90046,"34.0835","-118.352"
"90","z959VbY5YuiAyJhTS_PgWA","Mendocino Farms","mendocino-farms-los-angeles-3","sandwiches","4.5",1067,"2",90036,"34.0723","-118.363"
"91","vWycXIVP5CYns2tJvKQDsg","Vegan Glory","vegan-glory-los-angeles-3","thai","4",841,"2",90048,"34.0762","-118.373"
"92","zuBq79Fr1WnWDyXfDxHc5A","Lemonade - Beverly","lemonade-beverly-west-hollywood","newamerican","4",929,"2",90048,"34.0775","-118.388"
"93","KtEMG1Aln3vQzte92QJxlw","Genwa Korean BBQ","genwa-korean-bbq-los-angeles-2","korean","4.5",2720,"2",90036,"34.0623","-118.341"
"94","knJ9cXuYSztqNDEODGCk9Q","Cecconi's West Hollywood","cecconis-west-hollywood-west-hollywood","italian","3.5",1281,"3",90069,"34.0806","-118.385"
"95","WwC3_ApPhjTbv2YT5pH2oA","Yardbird Southern Table & Bar","yardbird-southern-table-and-bar-los-angeles","southern","4.5",725,"3",90048,"34.0736","-118.377"
"96","amNWerp63joyW5M6tVbMcQ","SK Donuts & Croissant","sk-donuts-and-croissant-los-angeles","donuts","4.5",1902,"1",90036,"34.069","-118.347"
"97","LlaXbuPQBsRXjZFEx5Wkjw","Pace","pace-los-angeles-3","italian","4",867,"3",90046,"34.1091","-118.37"
"98","Gm0rzA9EQD4GgSP9TimLPQ","Il Cielo","il-cielo-beverly-hills-3","italian","4",1164,"3",90211,"34.0719","-118.388"
"99","8oWfmr1EqZm3cYZndczNNg","Le Petit Four","le-petit-four-west-hollywood","french","3.5",572,"2",90069,"34.092","-118.38"
"100","RIh9P9botv51aiM7R1bMfA","Mel's Drive-In","mels-drive-in-west-hollywood","tradamerican","3.5",759,"2",90069,"34.0928","-118.379"
"101","83nE-wxvQkKPWeeXS0_hWA","Little Next Door","little-next-door-los-angeles","french","4",1783,"2",90048,"34.0721","-118.367"
"102","u16Xj2MdFGrXHFjCQcd2xw","Amarone Kitchen & Wine","amarone-kitchen-and-wine-west-hollywood","italian","4.5",220,"3",90069,"34.0906","-118.385"
"103","hHRvhsRKOd50wVBt7JvpaQ","Traktir","traktir-west-hollywood","russian","4",403,"2",90046,"34.0911","-118.367"
"104","WkM87Xr2NIECZU_KXKCm8Q","Craig's","craigs-west-hollywood","newamerican","4",832,"3",90069,"34.0806","-118.387"
"105","R4nG6ULqG6Pefww0RS2fpQ","Greenblatt's Delicatessen & Fine Wine Shop","greenblatts-delicatessen-and-fine-wine-shop-west-hollywood","beer_and_wine","4",716,"2",90046,"34.0982","-118.365"
"106","Vg_g_xJwrNZypGaTXRVmyA","Hamburger Mary's","hamburger-marys-west-hollywood","burgers","3.5",1260,"2",90046,"34.0906","-118.37"
"107","llKP5-ZAG8I-RVbKrSatQQ","Chibiscus Asian Cafe","chibiscus-asian-cafe-los-angeles-2","asianfusion","4.5",1049,"2",90046,"34.0981","-118.35"
"108","8TUWLXWgswfRfMBymL0WRg","COD Restaurant","cod-restaurant-los-angeles","seafood","4.5",597,"3",90048,"34.0728","-118.374"
"109","3Pd3knaB6HW1-0TXXVyiuA","Rosaline","rosaline-west-hollywood-2","peruvian","4",597,"3",90069,"34.0826","-118.376"
"110","xVgz_F3gnbhyn_2goJ8vYQ","Pinches Tacos","pinches-tacos-los-angeles","mexican","4",777,"1",90046,"34.0977","-118.368"
"111","bZvzLXrCj8hya33di73d8Q","Laurel Hardware","laurel-hardware-west-hollywood-2","newamerican","3.5",1356,"2",90046,"34.0907","-118.364"
"112","BsQtoQWb1-SJkVyEra6MxQ","Backyard Bowls","backyard-bowls-los-angeles","vegetarian","4.5",430,"2",90048,"34.0762","-118.37"
"113","CxpI8LUKKC6Xz2y55yR8EQ","The Belmont","the-belmont-west-hollywood","tradamerican","3.5",625,"2",90069,"34.085","-118.377"
"114","YetYHIRKrZDGHZ50I_RMag","Joe's Falafel","joes-falafel-los-angeles","mediterranean","4.5",1799,"2",90068,"34.1332","-118.357"
"115","ohSCazwfKSh4rEGib0XuNw","Rock & Reilly's Irish Pub","rock-and-reillys-irish-pub-west-hollywood-2","burgers","4",283,"2",90069,"34.0908","-118.386"
"116","q8buTNBt3FU9vie0D5OOxA","Pizzeria Mozza","pizzeria-mozza-los-angeles","pizza","4",4071,"2",90036,"34.0833","-118.339"
"117","aO0VxO-ga1OZsPGXAfgU7w","Joe's Pizza","joes-pizza-west-hollywood-15","pizza","3.5",379,"1",90069,"34.0937","-118.378"
"118","FVato0iGy9t6nHgTR6GV_Q","Nori Sushi","nori-sushi-west-hollywood","sushi","4",282,"2",90069,"34.0867","-118.381"
"119","HuySsoWgovd79SlyWEakqQ","Pearl's Finest Teas","pearls-finest-teas-los-angeles-2","coffee","4.5",573,"1",90048,"34.0807","-118.362"
"120","0_-4iI3bouR0DWhtCyIbcQ","The Henry","the-henry-los-angeles","newamerican","4",538,"2",90048,"34.0763","-118.384"
"121","tYlfZ4llQPd5xgQZLT1ILQ","The District by Hannah An","the-district-by-hannah-an-los-angeles","vietnamese","4",987,"3",90048,"34.0734","-118.382"
"122","9uphDUTFfl9-n1KwSy2UNA","Marco's","marcos-west-hollywood-2","italian","4",651,"2",90046,"34.0905","-118.367"
"123","vDHpZdx3QtQnrSZdDdXtdg","Genwa Korean BBQ","genwa-korean-bbq-beverly-hills","korean","4.5",735,"3",90211,"34.0691","-118.376"
"124","Kb3LR84y-26zZOGHjLmWeQ","Saint Felix","saint-felix-west-hollywood","bars","4",419,"2",90069,"34.0841","-118.385"
"125","zbg1TlNbUzztQrc-bZ5N3A","zpizza","zpizza-west-hollywood","pizza","4",504,"1",90069,"34.0853","-118.384"
"126","ztNZZHKmJOyVXM32WiyXcQ","Zinqué","zinqué-west-hollywood-2","french","4",661,"2",90069,"34.0813","-118.383"
"127","NfjUwveA5EA7Sptm3iS6Ow","The Izaka-Ya by Katsu-Ya West Hollywood","the-izaka-ya-by-katsu-ya-west-hollywood-los-angeles","sushi","4",991,"3",90048,"34.0728","-118.374"
"128","zSPIZ-7WU5i8RwDKP6N03w","Ivory on Sunset","ivory-on-sunset-west-hollywood","newamerican","4",374,"3",90069,"34.0945","-118.374"
"129","sPw1o5OYWE5C2JtbTXp5wg","Jon & Vinny's","jon-and-vinnys-los-angeles-6","italian","4",1378,"2",90036,"34.0786","-118.361"
"130","ESDGg167--4AfQPUL1jo4A","Bossa Nova Brazilian Cuisine","bossa-nova-brazilian-cuisine-west-hollywood-2","latin","3.5",812,"2",90069,"34.0832","-118.386"
"131","k97MysO5WnDYy7XS9SNShA","Dough Pizzeria & Bar","dough-pizzeria-and-bar-west-hollywood","pizza","3.5",390,"2",90069,"34.0909","-118.387"
"132","oLE5E88Y7pi8ZpKb_8DJqw","Sunset Deli","sunset-deli-west-hollywood","delis","4.5",133,"2",90069,"34.0909","-118.387"
"133","kitLtW3H4y0xaeBZrntjbw","Skybar","skybar-west-hollywood","lounges","3.5",699,"3",90069,"34.0944","-118.375"
"134","dpvZ3K-Yqg01uGCiLJ2ZxQ","Carmela Ice Cream","carmela-ice-cream-los-angeles-2","icecream","4.5",762,"2",90048,"34.0716","-118.362"
"135","vLD0l_z3JWRniPaN2rSUMg","Bagel Broker","bagel-broker-los-angeles","bagels","4.5",719,"1",90036,"34.0764","-118.361"
"136","goQqu2cvVBMVqx7pItq0rw","Roku","roku-west-hollywood-3","sushi","4",388,"3",90069,"34.0912","-118.392"
"137","dh_xOxlwzYeCIWHhrG8Yrw","Robata JINYA","robata-jinya-los-angeles","izakaya","4",1005,"2",90048,"34.0718","-118.366"
"138","ePEh8M4Sv24nx_ZqWagNIA","Basix Cafe","basix-cafe-west-hollywood","newamerican","3.5",565,"2",90069,"34.0908","-118.371"
"139","JTYSNOYAnH-ZDyfadULkiQ","Niko Niko Sushi","niko-niko-sushi-west-hollywood","sushi","4",314,"2",90069,"34.0908","-118.375"
"140","TI69qo540j-2neY0XWgN2Q","Toast Bakery Cafe","toast-bakery-cafe-los-angeles","newamerican","3.5",1679,"2",90048,"34.0728","-118.369"
"141","98PKUPoCoAtvMItGg7kbTA","Obicà Mozzarella Bar Pizza e Cucina","obicà-mozzarella-bar-pizza-e-cucina-west-hollywood-2","pizza","4",186,"3",90069,"34.0921","-118.38"
"142","-sNOAqi6lHyurWX3wvAHUQ","Magnolia Bakery Los Angeles","magnolia-bakery-los-angeles-los-angeles","bakeries","4",1222,"2",90048,"34.0732","-118.373"
"143","E4W2T89vm4hmBwk39EoUuw","Tatsu Ramen","tatsu-ramen-los-angeles-4","ramen","4",3133,"2",90046,"34.0837","-118.345"
"144","LIC2npSnQ8DPM-_2uT-oxw","Dan Tana's","dan-tanas-west-hollywood","italian","3.5",795,"3",90069,"34.0818","-118.389"
"145","m_xAjTKjvcyqd-jBs8A2VA","Sushi Fumi","sushi-fumi-los-angeles","sushi","4.5",277,"2",90048,"34.0778","-118.377"
"146","n_7J7R96fUHk7WP9CjKa7w","The Roxy Theatre","the-roxy-theatre-west-hollywood","musicvenues","3.5",423,"2",90069,"34.0908","-118.388"
"147","6Ua8MI0hvQM3kEFzxKOuXQ","The Comedy Store","the-comedy-store-west-hollywood","comedyclubs","3.5",657,"2",90069,"34.0952","-118.374"
"148","MRk0mVqB47G5VDDofyDsdg","Pi on Sunset","pi-on-sunset-west-hollywood","mediterranean","3.5",300,"2",90069,"34.0905","-118.384"
"149","eM9i1sVyWX44A7Vns8362w","Kochi","kochi-west-hollywood","japanese","4.5",196,"2",90048,"34.0784","-118.376"
"150","Qs_XdaqCGWU8CF5_Y_gKwA","Sushi Ginza Onodera","sushi-ginza-onodera-west-hollywood","sushi","4.5",96,"4",90069,"34.0821","-118.377"
"151","-smEQ-GX_OIHP5vzkIrXQQ","The Roger Room","the-roger-room-los-angeles","bars","4",502,"2",90048,"34.0779","-118.376"
"152","7_gQo28ka0qV0bA56TIdqA","Akuma  Ramen & Sushi Bar","akuma-ramen-and-sushi-bar-west-hollywood-2","sushi","4.5",218,"2",90046,"34.091","-118.369"
"153","Kx_d7X7qjj9EoX-A7eC3gA","Maggiano's Little Italy","maggianos-little-italy-los-angeles","italian","4",1731,"2",90036,"34.0735","-118.36"
"154","9CVqDuk5475QzAEunj_7lA","Locanda Veneta","locanda-veneta-los-angeles","italian","4.5",470,"3",90048,"34.0734","-118.381"
"155","1r0RSpKZ4Cq8lN0pVPDwZw","Panini Pizzeria & Italian Kitchen","panini-pizzeria-and-italian-kitchen-west-hollywood","pizza","4",214,"2",90069,"34.0908","-118.385"
"156","tW4eYiMzeWtcJS7kLHL54g","Pampas Grill","pampas-grill-los-angeles","brazilian","4",1158,"2",90036,"34.0722","-118.361"
"157","phMPgmi6-yh3Qs_PRbTT1g","Mercado Los Angeles","mercado-los-angeles-los-angeles","mexican","4",1046,"2",90048,"34.0715","-118.362"
"158","AUJD-VigkpaCQd1k5J-d8w","Kings Road Cafe","kings-road-cafe-los-angeles","coffee","4",827,"2",90048,"34.0763","-118.372"
"159","TRI4waA9FzpmX9IbAtGrXg","Matsuhisa","matsuhisa-beverly-hills","sushi","4",948,"4",90211,"34.0684","-118.377"
"160","RD5VRmt0tiwfmUxK1Y5Xyw","Chin Chin","chin-chin-west-hollywood","chinese","3",586,"2",90069,"34.0921","-118.379"
"161","P9Dt_kkU5BTe1v0tJ4KFNw","Angelini Osteria","angelini-osteria-los-angeles","italian","4.5",1671,"3",90036,"34.0764","-118.349"
"162","7bbTFjEx2rS037z3egy6VA","Alfred Tea Room","alfred-tea-room-west-hollywood","bubbletea","3.5",500,"2",90069,"34.0839","-118.375"
"163","lpq8EjCfWl3RCef9bzKPQw","State Social House","state-social-house-west-hollywood-2","tradamerican","3.5",338,"2",90069,"34.0909","-118.383"
"164","YA3bV7kd3RpWPvrarIgpWQ","Milk Jar Cookies","milk-jar-cookies-los-angeles","desserts","4.5",1430,"2",90036,"34.0621","-118.348"
"165","XQjnIHXi3jFRRNfcP_9c5Q","Tagine Beverly Hills","tagine-beverly-hills-beverly-hills","moroccan","4",850,"3",90211,"34.0677","-118.384"
"166","HwOLTb9eSEFxT26pWwV7gg","The Den on Sunset","the-den-on-sunset-west-hollywood","tradamerican","4",584,"2",90046,"34.0975","-118.368"
"167","rv1mFVfUlmbxMgScm3A6Gg","Aburiya Raku","aburiya-raku-west-hollywood","japanese","4",270,"3",90048,"34.0808","-118.377"
"168","hFcleprwDx-bv5PdXIT2UA","Vinadore Cafe","vinadore-cafe-west-hollywood-3","coffee","4.5",112,"2",90046,"34.0908","-118.367"
"169","3vxHEeoeFez4tBQg9JurAA","Le Pain Quotidien","le-pain-quotidien-west-hollywood","bakeries","4",447,"2",90069,"34.0822","-118.38"
"170","uteG6HIb4an-y5fFCXWo7w","Anarkali Indian Restaurant","anarkali-indian-restaurant-los-angeles","indpak","4",2390,"2",90038,"34.0837","-118.343"
"171","gxrQw6uNbO7AYMykhePHAQ","The Ivy","the-ivy-los-angeles","newamerican","3.5",1781,"3",90048,"34.0756","-118.384"
"172","XRNjZjFdsXim8OHmKLBw4w","Al Layali Restaurant and Café","al-layali-restaurant-and-café-west-hollywood","mediterranean","4",303,"2",90069,"34.089","-118.376"
"173","J6qBj0hXYcPgABkkaC7Ocw","Gravité Café","gravité-café-west-hollywood-2","coffee","4.5",127,"2",90069,"34.0908","-118.39"
"174","IKkjFMyOTGeeak-VEJDnjw","Galanga Thai Fusion","galanga-thai-fusion-west-hollywood","thai","4",687,"2",90046,"34.0906","-118.352"
